,CTRL-1939042955,Personal Account Dealing Control - Global Wealth Management,This control ensures that personal account dealing - global wealth management is performed according to established procedures and documented appropriately.,FALSE,Level 1,,Detective,Manual,Quarterly,TRUE,"Evidence includes system screenshots, approval emails, and reconciliation reports for personal account dealing control - global wealth management.",2023-06-25 0:00:00,FALSE,2023-07-25 0:00:00,Active,2023-06-25 0:00:00,,,Last reviewed on 2025-02-15. Control operating effectively.,2025-02-15 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20200,High Net Worth,N20210,Wealth Planning,N20211,Tax Advisory,N20212,Estate Planning,N20213,Trust Services,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C392,Japan,4300,UBS Securities Japan Co Ltd,Susan Chen,34406132,Director,Susan Thomas,57623800,Matthew Johnson,22489409,David Moore,64277800,FALSE,TRUE,TRUE,FALSE,FALSE,Control is SOX relevant due to impact on financial reporting for Global Wealth Management.,,Technology Committee,Deposits,Reuters,,Michael Wang,47535126,2023-06-03 0:00:00,,83871890,2025-02-15 0:00:00,2025-02-15 0:00:00,"Regulatory Control, Automated Control, BCBS239 Control",Rights and Obligations,Legal Risk,"N10122, N40313","Options Trading, Transaction Monitoring",Control applies to multiple functions within Global Wealth Management.,"1000, 2210, 4200","UBS AG Zurich, UBS Europe SE Frankfurt, UBS AG Singapore Branch"
,CTRL-9703905715,Incident Management Escalation Control - Group Functions,This control ensures that incident management escalation - group functions is performed according to established procedures and documented appropriately.,TRUE,Level 1,,Preventative,Manual,Semi-Annually,TRUE,"Evidence includes system screenshots, approval emails, and reconciliation reports for incident management escalation control - group functions.",2020-08-20 0:00:00,FALSE,,Active,2020-08-20 0:00:00,,,Last reviewed on 2024-02-02. Control operating effectively.,2024-02-02 00:00:00,N00000,All Functions,N40000,Group Functions,N40200,Group Technology,N40210,Infrastructure,N40211,Cloud Services,N40212,Platform Engineering,N40213,DevOps,N0000,UBS Group AG (Regional),AMER,Americas,SNA,North America,C840,United States,3200,UBS Financial Services Inc,Maria Anderson,50569669,Director,James Rodriguez,46817443,,,Mia Jones,63782042,FALSE,FALSE,TRUE,FALSE,FALSE,,,Risk Committee,Trading Assets,Murex,,Oliver Brown,84270583,2020-07-24 0:00:00,Jennifer Garcia,25898299,2024-02-02 0:00:00,,"Manual Control, IT General Control",,"Operational Resilience, Business Continuity, Talent and Resource Management","N40213, N20213","DevOps, Trust Services",Control applies to multiple functions within Group Functions.,"4200, 1000, 3200","UBS AG Singapore Branch, UBS AG Zurich, UBS Financial Services Inc"
,CTRL-7635473142,Change Management Approval Control - Group Functions,This control ensures that change management approval - group functions processes are executed according to established procedures. The control owner reviews system logs and validates that all changes follow the approved change management process.,TRUE,Level 1,,Preventative,IT Dependent Manual,Quarterly,TRUE,"Evidence includes system screenshots, approval emails, and reconciliation reports for change management approval control - group functions.",2021-07-17 0:00:00,TRUE,2021-08-16 0:00:00,Active,2021-07-17 0:00:00,,,Last reviewed on 2023-06-16. Control operating effectively.,2023-06-16 00:00:00,N00000,All Functions,N40000,Group Functions,N40400,Group Finance,N40410,Financial Reporting,N40411,Regulatory Reporting,N40412,Capital Reporting,N40413,Capital Calculations,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SB,UK & Ireland,C782,United Kingdom,2100,UBS AG London Branch,Amelia Jones,31009452,Director,James Martin,70465583,Mia Moore,96924061,Charlotte Schmidt,29090631,FALSE,FALSE,FALSE,FALSE,FALSE,,,Operating Committee,Deposits,Internal System,,Edward Wright,49092160,2021-06-25 0:00:00,David Young,,2023-06-16 0:00:00,2023-06-16 0:00:00,"Manual Control, Automated Control, Application Control",,"Technology Change Management, Intragroup Dependencies, Organizational Culture","N10122, N10112","Options Trading, Electronic Trading",Control applies to multiple functions within Group Functions.,"4100, 3200","UBS AG Hong Kong Branch, UBS Financial Services Inc"
,CTRL-6241752544,PEP Screening Control - Global Wealth Management,This control monitors pep screening - global wealth management activities to detect and prevent financial crime. Compliance teams review alerts and escalate suspicious activities as required.,FALSE,Level 1,,1st Line Detective,IT Dependent Manual,Weekly,TRUE,"Evidence includes system screenshots, approval emails, and reconciliation reports for pep screening control - global wealth management.",2023-04-18 0:00:00,FALSE,2023-05-18 0:00:00,Active,2023-04-18 0:00:00,,,Last reviewed on 2024-07-05. Control operating effectively.,2024-07-05 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20200,High Net Worth,N20210,Wealth Planning,N20211,Tax Advisory,N20212,Estate Planning,N20213,Trust Services,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SB,UK & Ireland,C782,United Kingdom,2100,UBS AG London Branch,Amelia Wright,79654147,Managing Director,Matthew Schmidt,34359060,,,Oliver King,21819185,FALSE,TRUE,TRUE,FALSE,FALSE,Control is SOX relevant due to impact on financial reporting for Global Wealth Management.,Local requirements for United Kingdom operations.,Technology Committee,Deposits,,,Nancy Thompson,95199362,2023-04-17 0:00:00,Kevin King,,,,"Application Control, Key Control, BCBS239 Control, CCAR Control","Presentation and Disclosure, Rights and Obligations",Financial Crime Prevention,"N40213, N10122, N10112","DevOps, Options Trading, Electronic Trading",Control applies to multiple functions within Global Wealth Management.,"3100, 4100, 2210","UBS Securities LLC, UBS AG Hong Kong Branch, UBS Europe SE Frankfurt"
,CTRL-7825844140,Regulatory Reporting Accuracy Control - Global Wealth Management,This control ensures regulatory reporting accuracy - global wealth management requirements are met. Compliance officers validate regulatory submissions and maintain documentation for audit purposes.,FALSE,Level 1,,Preventative,Automated,Event Triggered,FALSE,"Evidence includes system screenshots, approval emails, and reconciliation reports for regulatory reporting accuracy control - global wealth management.",2022-08-07 0:00:00,TRUE,,Active,2022-08-07 0:00:00,,,Last reviewed on 2023-11-12. Control operating effectively.,2023-11-12 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20200,High Net Worth,N20210,Wealth Planning,N20211,Tax Advisory,N20212,Estate Planning,N20213,Trust Services,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SB,UK & Ireland,C782,United Kingdom,2100,UBS AG London Branch,David Schmidt,65766169,Managing Director,Andrew Wright,42713008,,,Nancy Lopez,29944139,FALSE,FALSE,FALSE,FALSE,FALSE,,,Operating Committee,Deposits,,,Barbara Martinez,61484043,2022-08-03 0:00:00,Barbara Chen,42051937,2023-11-12 0:00:00,,"Key Control, Financial Reporting Control, Application Control, Manual Control",,"Regulatory Compliance, Data Management, Financial Crime Prevention","N40113, N14963","Control Testing, Deal Execution",Control applies to multiple functions within Global Wealth Management.,"2100, 2210","UBS AG London Branch, UBS Europe SE Frankfurt"
,CTRL-4460967357,Employee Conduct Monitoring Control - Group Functions,This control ensures that employee conduct monitoring - group functions is performed according to established procedures and documented appropriately.,FALSE,Level 1,,2nd Line Detective,IT Dependent Manual,Daily,TRUE,"Evidence includes system screenshots, approval emails, and reconciliation reports for employee conduct monitoring control - group functions.",2023-01-12 0:00:00,FALSE,2023-02-11 0:00:00,Inactive,2023-01-12 0:00:00,2024-05-27 0:00:00,Regulatory requirement removed,Deactivated on 2024-05-27.,2025-07-24 00:00:00,N00000,All Functions,N40000,Group Functions,N40300,Group Compliance,N40310,Regulatory Compliance,N40311,Financial Crime,N40312,AML Operations,N40313,Transaction Monitoring,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C344,Hong Kong,4100,UBS AG Hong Kong Branch,Charlotte Jones,73013961,Business Manager,Michael Wang,93652460,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,Control is SOX relevant due to impact on financial reporting for Group Functions.,,Risk Committee,Loans,Murex,Replaced by CTRL-8275679594,Patricia Garcia,54099326,2022-12-13 0:00:00,Oliver Chen,49375156,2025-07-24 0:00:00,,"Manual Control, IT General Control","Valuation, Completeness",Legal Risk,N40413,Capital Calculations,Control applies to multiple functions within Group Functions.,"3100, 4300","UBS Securities LLC, UBS Securities Japan Co Ltd"
,CTRL-8293453178,Gift and Entertainment Approval Control - Group Functions,This control ensures that gift and entertainment approval - group functions is performed according to established procedures and documented appropriately.,FALSE,Level 1,,2nd Line Detective,Automated,Weekly,FALSE,"Evidence includes system screenshots, approval emails, and reconciliation reports for gift and entertainment approval control - group functions.",2022-08-08 0:00:00,TRUE,2022-09-07 0:00:00,Active,2022-08-08 0:00:00,,,Last reviewed on 2023-01-20. Control operating effectively.,2023-01-20 00:00:00,N00000,All Functions,N40000,Group Functions,N40400,Group Finance,N40410,Financial Reporting,N40411,Regulatory Reporting,N40412,Capital Reporting,N40413,Capital Calculations,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SCH,Switzerland,C756,Switzerland,1000,UBS AG Zurich,Barbara Weber,83363160,Director,Henry Jones,69287967,Sarah Smith,85957706,,,FALSE,TRUE,FALSE,FALSE,TRUE,Control is SOX relevant due to impact on financial reporting for Group Functions.,Local requirements for Switzerland operations.,Risk Committee,Deposits,Internal System,,John Fischer,95756900,2022-07-30 0:00:00,,48412328,2023-01-20 0:00:00,,"BCBS239 Control, Automated Control, Regulatory Control","Completeness, Accuracy",Legal Risk,"N10112, N20213, N40213","Electronic Trading, Trust Services, DevOps",Control applies to multiple functions within Group Functions.,4100,UBS AG Hong Kong Branch
,CTRL-6756332150,Conflicts of Interest Review Control - Investment Bank,This control monitors and manages conflicts of interest review - investment bank to ensure appropriate employee behavior and client treatment.,TRUE,Level 1,,2nd Line Detective,IT Dependent Manual,Annually,FALSE,"Evidence includes system screenshots, approval emails, and reconciliation reports for conflicts of interest review control - investment bank.",2021-02-20 0:00:00,FALSE,,Active,2021-02-20 0:00:00,,,Last reviewed on 2025-01-19. Control operating effectively.,2025-01-19 00:00:00,N00000,All Functions,N10000,Investment Bank,N14952,Investment Banking,N14960,Advisory,N14961,M&A,N14962,Cross Border M&A,N14963,Deal Execution,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SGE,Germany & Austria,C276,Germany,2210,UBS Europe SE Frankfurt,Sarah Wilson,44489940,Senior Analyst,Andrew Weber,55461591,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,,,Operating Committee,Revenue,Internal System,,Mia King,20106509,2021-02-15 0:00:00,,,2025-01-19 0:00:00,2025-01-19 0:00:00,"SOX Control, Application Control",,"Conduct Risk, Regulatory Compliance","N20213, N40113, N10122","Trust Services, Control Testing, Options Trading",Control applies to multiple functions within Investment Bank.,2100,UBS AG London Branch
,CTRL-1667779376,Production Release Validation Control - Investment Bank,This control ensures that production release validation - investment bank processes are executed according to established procedures. The control owner reviews system logs and validates that all changes follow the approved change management process.,FALSE,Level 1,,2nd Line Detective,Automated,Quarterly,TRUE,"Evidence includes system screenshots, approval emails, and reconciliation reports for production release validation control - investment bank.",2020-10-17 0:00:00,FALSE,2020-11-16 0:00:00,Active,2020-10-17 0:00:00,,,Last reviewed on 2025-07-18. Control operating effectively.,2025-07-18 00:00:00,N00000,All Functions,N10000,Investment Bank,N10007,Global Markets,N10100,Equities,N10110,Cash Equities,N10111,Execution Services,N10112,Electronic Trading,N0000,UBS Group AG (Regional),AMER,Americas,SNA,North America,C840,United States,3200,UBS Financial Services Inc,Kevin Martin,88831486,Senior Analyst,Charlotte Martin,97902129,,,Sophia Harris,47028180,FALSE,FALSE,TRUE,FALSE,FALSE,,,Technology Committee,Revenue,Internal System,,Benjamin Lopez,92631441,2020-10-04 0:00:00,,12866549,,,"Automated Control, BCBS239 Control",,"Technology Change Management, Financial Crime Prevention",N40313,Transaction Monitoring,Control applies to multiple functions within Investment Bank.,3100,UBS Securities LLC
,CTRL-2445662585,Access Rights Review Control - Global Wealth Management,This control ensures that access rights review - global wealth management is performed according to established procedures and documented appropriately.,FALSE,Level 1,,2nd Line Detective,IT Dependent Manual,Weekly,TRUE,"Evidence includes system screenshots, approval emails, and reconciliation reports for access rights review control - global wealth management.",2021-08-18 0:00:00,FALSE,2021-09-17 0:00:00,Active,2021-08-18 0:00:00,,,Last reviewed on 2023-10-24. Control operating effectively.,2023-10-24 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20100,Ultra High Net Worth,N20110,Private Banking,N20111,Client Advisory,N20112,Portfolio Management,N20113,Investment Advisory,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C344,Hong Kong,4100,UBS AG Hong Kong Branch,Kevin Mueller,33420607,Managing Director,Mia Johnson,27690330,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,Control is SOX relevant due to impact on financial reporting for Global Wealth Management.,,Compliance Committee,Derivatives,Bloomberg,,James Li,41934639,2021-07-21 0:00:00,Emma Brown,63904155,2023-10-24 0:00:00,,"SOX Control, Automated Control, Financial Reporting Control, Regulatory Control","Completeness, Classification",Talent and Resource Management,"N40413, N40313","Capital Calculations, Transaction Monitoring",Control applies to multiple functions within Global Wealth Management.,"4100, 3100, 3200","UBS AG Hong Kong Branch, UBS Securities LLC, UBS Financial Services Inc"
,CTRL-5693307665,Critical Process Recovery Control - Group Functions,This control ensures critical process recovery - group functions capabilities are maintained and tested to support business resilience.,TRUE,Level 1,,1st Line Detective,Manual,Intraday,FALSE,"Evidence includes system screenshots, approval emails, and reconciliation reports for critical process recovery control - group functions.",2020-08-17 0:00:00,TRUE,,Active,2020-08-17 0:00:00,,,Last reviewed on 2023-08-23. Control operating effectively.,2023-08-23 00:00:00,N00000,All Functions,N40000,Group Functions,N40300,Group Compliance,N40310,Regulatory Compliance,N40311,Financial Crime,N40312,AML Operations,N40313,Transaction Monitoring,N0000,UBS Group AG (Regional),AMER,Americas,SNA,North America,C840,United States,3200,UBS Financial Services Inc,Karen Thomas,67723010,Team Lead,Matthew Moore,65541117,,,Karen Brown,88714010,TRUE,FALSE,FALSE,FALSE,FALSE,,,Risk Committee,Loans,Calypso,,Elizabeth King,63516659,2020-07-22 0:00:00,Linda Brown,90585678,2023-08-23 0:00:00,,"CCAR Control, Application Control",,"Business Continuity, Talent and Resource Management",N10122,Options Trading,Control applies to multiple functions within Group Functions.,"4100, 2100","UBS AG Hong Kong Branch, UBS AG London Branch"
